Trade #,Type,Signal,Date/Time,Price USDT,Contracts,Profit USDT,Profit %,Cum. Profit USDT,Cum. Profit %,Run-up USDT,Run-up %,Drawdown USDT,Drawdown %
847,Exit Long,Close entry(s) order long,2024-01-09 07:00,46557.4,1,1924.90,4.31,42503.70,1.37,2612.90,5.85,256.50,0.57
847,Entry Long,long,2024-01-08 04:00,44632.5,1,1924.90,4.31,42503.70,1.37,2612.90,5.85,256.50,0.57
846,Exit Long,Close entry(s) order long,2024-01-07 16:00,43926.7,1,104.70,0.24,40578.80,0.07,658.00,1.5,222.00,0.51
846,Entry Long,long,2024-01-06 13:00,43822.0,1,104.70,0.24,40578.80,0.07,658.00,1.5,222.00,0.51
845,Exit Long,Close entry(s) order long,2024-01-06 04:00,43667.3,1,-288.40,-0.66,40474.10,-0.2,344.30,0.78,556.70,1.27
845,Entry Long,long,2024-01-05 13:00,43955.7,1,-288.40,-0.66,40474.10,-0.2,344.30,0.78,556.70,1.27
844,Exit Long,Close entry(s) order long,2024-01-05 01:00,43909.7,1,727.50,1.68,40762.50,0.52,1559.30,3.61,810.20,1.88
844,Entry Long,long,2024-01-03 22:00,43182.2,1,727.50,1.68,40762.50,0.52,1559.30,3.61,810.20,1.88
843,Exit Long,Close entry(s) order long,2024-01-02 13:00,44790.9,1,2103.80,4.93,40035.00,1.53,3192.80,7.48,101.00,0.24
843,Entry Long,long,2024-01-01 04:00,42687.1,1,2103.80,4.93,40035.00,1.53,3192.80,7.48,101.00,0.24
842,Exit Long,Close entry(s) order long,2023-12-31 19:00,42582.9,1,341.00,0.81,37931.20,0.25,646.90,1.53,276.20,0.65
842,Entry Long,long,2023-12-30 07:00,42241.9,1,341.00,0.81,37931.20,0.25,646.90,1.53,276.20,0.65
841,Exit Long,Close entry(s) order long,2023-12-29 10:00,41811.6,1,-1046.60,-2.44,37590.20,-0.75,242.60,0.57,1195.80,2.79
841,Entry Long,long,2023-12-29 04:00,42858.2,1,-1046.60,-2.44,37590.20,-0.75,242.60,0.57,1195.80,2.79
840,Exit Long,Close entry(s) order long,2023-12-28 01:00,42930.6,1,480.20,1.13,38636.80,0.35,1330.50,3.13,51.80,0.12
840,Entry Long,long,2023-12-26 22:00,42450.4,1,480.20,1.13,38636.80,0.35,1330.50,3.13,51.80,0.12
839,Exit Long,Close entry(s) order long,2023-12-25 22:00,42766.4,1,-909.20,-2.08,38156.60,-0.65,72.40,0.17,1042.60,2.39
839,Entry Long,long,2023-12-25 07:00,43675.6,1,-909.20,-2.08,38156.60,-0.65,72.40,0.17,1042.60,2.39
838,Exit Long,Close entry(s) order long,2023-12-24 01:00,43627.6,1,-157.80,-0.36,39065.80,-0.11,159.60,0.36,357.80,0.82
838,Entry Long,long,2023-12-23 07:00,43785.4,1,-157.80,-0.36,39065.80,-0.11,159.60,0.36,357.80,0.82
837,Exit Long,Close entry(s) order long,2023-12-22 07:00,43636.3,1,-221.90,-0.51,39223.60,-0.16,538.30,1.23,447.20,1.02
837,Entry Long,long,2023-12-21 16:00,43858.2,1,-221.90,-0.51,39223.60,-0.16,538.30,1.23,447.20,1.02
836,Exit Long,Close entry(s) order long,2023-12-20 22:00,43508.4,1,727.90,1.7,39445.50,0.52,1510.50,3.53,97.00,0.23
836,Entry Long,long,2023-12-20 01:00,42780.5,1,727.90,1.7,39445.50,0.52,1510.50,3.53,97.00,0.23
835,Exit Long,Close entry(s) order long,2023-12-19 10:00,41850.6,1,458.90,1.11,38717.60,0.33,2095.20,5.06,56.20,0.14
835,Entry Long,long,2023-12-18 10:00,41391.7,1,458.90,1.11,38717.60,0.33,2095.20,5.06,56.20,0.14
834,Exit Long,Close entry(s) order long,2023-12-17 16:00,41374.3,1,-749.40,-1.78,38258.70,-0.54,0,0,873.70,2.07
834,Entry Long,long,2023-12-17 13:00,42123.7,1,-749.40,-1.78,38258.70,-0.54,0,0,873.70,2.07
833,Exit Long,Close entry(s) order long,2023-12-16 19:00,41872.6,1,-305.00,-0.72,39008.10,-0.22,537.30,1.27,313.30,0.74
833,Entry Long,long,2023-12-16 01:00,42177.6,1,-305.00,-0.72,39008.10,-0.22,537.30,1.27,313.30,0.74
832,Exit Long,Close entry(s) order long,2023-12-15 04:00,42779.3,1,1770.10,4.32,39313.10,1.29,2476.80,6.04,24.30,0.06
832,Entry Long,long,2023-12-13 04:00,41009.2,1,1770.10,4.32,39313.10,1.29,2476.80,6.04,24.30,0.06
831,Exit Long,Close entry(s) order long,2023-12-12 10:00,40702.4,1,-1335.60,-3.18,37543.00,-0.96,28.00,0.07,1335.60,3.18
831,Entry Long,long,2023-12-12 01:00,42038.0,1,-1335.60,-3.18,37543.00,-0.96,28.00,0.07,1335.60,3.18
830,Exit Long,Close entry(s) order long,2023-12-10 19:00,41959.8,1,-1864.60,-4.25,38878.60,-1.32,233.90,0.53,3376.00,7.7
830,Entry Long,long,2023-12-10 10:00,43824.4,1,-1864.60,-4.25,38878.60,-1.32,233.90,0.53,3376.00,7.7
829,Exit Long,Close entry(s) order long,2023-12-09 04:00,43813.1,1,163.10,0.37,40743.20,0.12,1049.20,2.4,161.00,0.37
829,Entry Long,long,2023-12-08 04:00,43650.0,1,163.10,0.37,40743.20,0.12,1049.20,2.4,161.00,0.37
828,Exit Long,Close entry(s) order long,2023-12-08 01:00,43215.5,1,-214.70,-0.49,40580.10,-0.15,65.40,0.15,326.10,0.75
828,Entry Long,long,2023-12-07 22:00,43430.2,1,-214.70,-0.49,40580.10,-0.15,65.40,0.15,326.10,0.75
827,Exit Long,Close entry(s) order long,2023-12-07 01:00,43579.8,1,-422.80,-0.96,40794.80,-0.3,26.60,0.06,475.50,1.08
827,Entry Long,long,2023-12-06 22:00,44002.6,1,-422.80,-0.96,40794.80,-0.3,26.60,0.06,475.50,1.08
826,Exit Long,Close entry(s) order long,2023-12-06 10:00,43960.7,1,1765.20,4.18,41217.60,1.27,2288.50,5.42,97.80,0.23
826,Entry Long,long,2023-12-05 07:00,42195.5,1,1765.20,4.18,41217.60,1.27,2288.50,5.42,97.80,0.23
825,Exit Long,Close entry(s) order long,2023-12-05 01:00,41612.3,1,2819.60,7.27,39452.40,2.06,3620.30,9.33,18.30,0.05
825,Entry Long,long,2023-12-02 10:00,38792.7,1,2819.60,7.27,39452.40,2.06,3620.30,9.33,18.30,0.05
824,Exit Long,Close entry(s) order long,2023-12-02 04:00,38740.9,1,747.20,1.97,36632.80,0.55,996.30,2.62,45.00,0.12
824,Entry Long,long,2023-11-30 19:00,37993.7,1,747.20,1.97,36632.80,0.55,996.30,2.62,45.00,0.12
823,Exit Long,Close entry(s) order long,2023-11-29 07:00,37822.5,1,644.10,1.73,35885.60,0.48,1269.30,3.41,304.30,0.82
823,Entry Long,long,2023-11-27 19:00,37178.4,1,644.10,1.73,35885.60,0.48,1269.30,3.41,304.30,0.82
822,Exit Long,Close entry(s) order long,2023-11-26 04:00,37679.1,1,-96.50,-0.26,35241.50,-0.07,33.90,0.09,110.30,0.29
822,Entry Long,long,2023-11-25 16:00,37775.6,1,-96.50,-0.26,35241.50,-0.07,33.90,0.09,110.30,0.29
821,Exit Long,Close entry(s) order long,2023-11-24 19:00,37821.9,1,396.90,1.06,35338.00,0.29,975.00,2.61,70.80,0.19
821,Entry Long,long,2023-11-23 22:00,37425.0,1,396.90,1.06,35338.00,0.29,975.00,2.61,70.80,0.19
820,Exit Long,Close entry(s) order long,2023-11-23 07:00,37205.1,1,805.80,2.21,34941.10,0.6,1460.70,4.01,158.80,0.44
820,Entry Long,long,2023-11-22 07:00,36399.3,1,805.80,2.21,34941.10,0.6,1460.70,4.01,158.80,0.44
819,Exit Long,Close entry(s) order long,2023-11-21 04:00,37169.9,1,255.10,0.69,34135.30,0.19,835.20,2.26,214.80,0.58
819,Entry Long,long,2023-11-19 13:00,36914.8,1,255.10,0.69,34135.30,0.19,835.20,2.26,214.80,0.58
818,Exit Long,Close entry(s) order long,2023-11-18 22:00,36509.6,1,5.10,0.01,33880.20,0,347.20,0.95,115.90,0.32
818,Entry Long,long,2023-11-18 07:00,36504.5,1,5.10,0.01,33880.20,0,347.20,0.95,115.90,0.32
817,Exit Long,Close entry(s) order long,2023-11-18 04:00,36400.1,1,29.50,0.08,33875.10,0.02,419.10,1.15,511.20,1.41
817,Entry Long,long,2023-11-17 04:00,36370.6,1,29.50,0.08,33875.10,0.02,419.10,1.15,511.20,1.41
816,Exit Long,Close entry(s) order long,2023-11-16 07:00,36706.2,1,469.30,1.3,33845.60,0.35,1718.00,4.74,230.60,0.64
816,Entry Long,long,2023-11-15 04:00,36236.9,1,469.30,1.3,33845.60,0.35,1718.00,4.74,230.60,0.64
815,Exit Long,Close entry(s) order long,2023-11-12 22:00,36916.3,1,-220.10,-0.59,33376.30,-0.16,263.60,0.71,408.30,1.1
815,Entry Long,long,2023-11-11 16:00,37136.4,1,-220.10,-0.59,33376.30,-0.16,263.60,0.71,408.30,1.1
814,Exit Long,Close entry(s) order long,2023-11-11 01:00,36964.4,1,-108.70,-0.29,33596.40,-0.08,461.90,1.25,254.10,0.69
814,Entry Long,long,2023-11-10 04:00,37073.1,1,-108.70,-0.29,33596.40,-0.08,461.90,1.25,254.10,0.69
813,Exit Long,Close entry(s) order long,2023-11-09 16:00,36701.3,1,1089.40,3.06,33705.10,0.82,2365.50,6.64,220.90,0.62
813,Entry Long,long,2023-11-08 13:00,35611.9,1,1089.40,3.06,33705.10,0.82,2365.50,6.64,220.90,0.62
812,Exit Long,Close entry(s) order long,2023-11-08 07:00,35311.9,1,-307.70,-0.86,32615.70,-0.23,77.20,0.22,450.10,1.26
812,Entry Long,long,2023-11-07 13:00,35619.6,1,-307.70,-0.86,32615.70,-0.23,77.20,0.22,450.10,1.26
811,Exit Long,Close entry(s) order long,2023-11-06 19:00,34812.0,1,-425.70,-1.21,32923.40,-0.32,17.10,0.05,436.70,1.24
811,Entry Long,long,2023-11-06 04:00,35237.7,1,-425.70,-1.21,32923.40,-0.32,17.10,0.05,436.70,1.24
810,Exit Long,Close entry(s) order long,2023-11-05 10:00,35070.2,1,7.90,0.02,33349.10,0.01,251.30,0.72,296.70,0.85
810,Entry Long,long,2023-11-04 17:00,35062.3,1,7.90,0.02,33349.10,0.01,251.30,0.72,296.70,0.85
809,Exit Long,Close entry(s) order long,2023-11-04 14:00,34755.1,1,162.70,0.47,33341.20,0.12,407.60,1.18,32.20,0.09
809,Entry Long,long,2023-11-03 14:00,34592.4,1,162.70,0.47,33341.20,0.12,407.60,1.18,32.20,0.09
808,Exit Long,Close entry(s) order long,2023-11-02 08:00,34926.4,1,-459.10,-1.3,33178.50,-0.34,590.50,1.67,658.10,1.86
808,Entry Long,long,2023-11-01 14:00,35385.5,1,-459.10,-1.3,33178.50,-0.34,590.50,1.67,658.10,1.86
807,Exit Long,Close entry(s) order long,2023-11-01 05:00,34418.4,1,36.30,0.11,33637.60,0.03,340.80,0.99,63.00,0.18
807,Entry Long,long,2023-10-31 11:00,34382.1,1,36.30,0.11,33637.60,0.03,340.80,0.99,63.00,0.18
806,Exit Long,Close entry(s) order long,2023-10-31 08:00,34318.6,1,-170.20,-0.49,33601.30,-0.13,22.50,0.07,362.60,1.05
806,Entry Long,long,2023-10-31 05:00,34488.8,1,-170.20,-0.49,33601.30,-0.13,22.50,0.07,362.60,1.05
805,Exit Long,Close entry(s) order long,2023-10-30 20:00,34353.7,1,-62.00,-0.18,33771.50,-0.05,184.30,0.54,153.70,0.45
805,Entry Long,long,2023-10-30 14:00,34415.7,1,-62.00,-0.18,33771.50,-0.05,184.30,0.54,153.70,0.45
804,Exit Long,Close entry(s) order long,2023-10-30 11:00,34312.0,1,-294.80,-0.85,33833.50,-0.22,149.80,0.43,542.80,1.57
804,Entry Long,long,2023-10-30 08:00,34606.8,1,-294.80,-0.85,33833.50,-0.22,149.80,0.43,542.80,1.57
803,Exit Long,Close entry(s) order long,2023-10-29 23:00,34248.8,1,-8.90,-0.03,34128.30,-0.01,491.10,1.43,57.70,0.17
803,Entry Long,long,2023-10-29 05:00,34257.7,1,-8.90,-0.03,34128.30,-0.01,491.10,1.43,57.70,0.17
802,Exit Long,Close entry(s) order long,2023-10-28 17:00,34083.6,1,-8.10,-0.02,34137.20,-0.01,406.20,1.19,160.50,0.47
802,Entry Long,long,2023-10-27 20:00,34091.7,1,-8.10,-0.02,34137.20,-0.01,406.20,1.19,160.50,0.47
801,Exit Long,Close entry(s) order long,2023-10-27 08:00,33897.7,1,-144.60,-0.42,34145.30,-0.11,152.70,0.45,192.80,0.57
801,Entry Long,long,2023-10-27 05:00,34042.3,1,-144.60,-0.42,34145.30,-0.11,152.70,0.45,192.80,0.57
800,Exit Long,Close entry(s) order long,2023-10-26 02:00,34520.7,1,322.80,0.94,34289.90,0.24,913.10,2.67,0.10,0
800,Entry Long,long,2023-10-25 05:00,34197.9,1,322.80,0.94,34289.90,0.24,913.10,2.67,0.10,0
799,Exit Long,Close entry(s) order long,2023-10-24 14:00,33656.6,1,3279.50,10.8,33967.10,2.51,4886.40,16.09,87.20,0.29
799,Entry Long,long,2023-10-22 20:00,30377.1,1,3279.50,10.8,33967.10,2.51,4886.40,16.09,87.20,0.29
798,Exit Long,Close entry(s) order long,2023-10-22 02:00,29834.5,1,30.40,0.1,30687.60,0.02,568.20,1.91,159.10,0.53
798,Entry Long,long,2023-10-21 05:00,29804.1,1,30.40,0.1,30687.60,0.02,568.20,1.91,159.10,0.53
797,Exit Long,Close entry(s) order long,2023-10-20 20:00,29487.1,1,1160.90,4.1,30657.20,0.9,1917.20,6.77,45.90,0.16
797,Entry Long,long,2023-10-19 02:00,28326.2,1,1160.90,4.1,30657.20,0.9,1917.20,6.77,45.90,0.16
796,Exit Long,Close entry(s) order long,2023-10-18 05:00,28345.8,1,-99.20,-0.35,29496.30,-0.08,530.40,1.86,200.60,0.71
796,Entry Long,long,2023-10-17 14:00,28445.0,1,-99.20,-0.35,29496.30,-0.08,530.40,1.86,200.60,0.71
795,Exit Long,Close entry(s) order long,2023-10-16 20:00,28370.0,1,1464.70,5.44,29595.50,1.14,3194.70,11.87,97.70,0.36
795,Entry Long,long,2023-10-15 02:00,26905.3,1,1464.70,5.44,29595.50,1.14,3194.70,11.87,97.70,0.36
794,Exit Long,Close entry(s) order long,2023-10-14 05:00,26869.0,1,-117.30,-0.43,28130.80,-0.09,140.60,0.52,226.90,0.84
794,Entry Long,long,2023-10-13 14:00,26986.3,1,-117.30,-0.43,28130.80,-0.09,140.60,0.52,226.90,0.84
793,Exit Long,Close entry(s) order long,2023-10-13 11:00,26769.2,1,-37.40,-0.14,28248.10,-0.03,164.40,0.61,120.70,0.45
793,Entry Long,long,2023-10-12 20:00,26806.6,1,-37.40,-0.14,28248.10,-0.03,164.40,0.61,120.70,0.45
792,Exit Long,Close entry(s) order long,2023-10-12 08:00,26702.0,1,-137.60,-0.51,28285.50,-0.11,22.80,0.08,207.60,0.77
792,Entry Long,long,2023-10-12 05:00,26839.6,1,-137.60,-0.51,28285.50,-0.11,22.80,0.08,207.60,0.77
791,Exit Long,Close entry(s) order long,2023-10-10 08:00,27443.8,1,-237.10,-0.86,28423.10,-0.18,51.40,0.19,344.60,1.24
791,Entry Long,long,2023-10-09 20:00,27680.9,1,-237.10,-0.86,28423.10,-0.18,51.40,0.19,344.60,1.24
790,Exit Long,Close entry(s) order long,2023-10-09 02:00,27745.4,1,-172.50,-0.62,28660.20,-0.13,66.10,0.24,202.90,0.73
790,Entry Long,long,2023-10-08 17:00,27917.9,1,-172.50,-0.62,28660.20,-0.13,66.10,0.24,202.90,0.73
789,Exit Long,Close entry(s) order long,2023-10-08 02:00,27911.2,1,-24.70,-0.09,28832.70,-0.02,14.10,0.05,62.40,0.22
789,Entry Long,long,2023-10-07 23:00,27935.9,1,-24.70,-0.09,28832.70,-0.02,14.10,0.05,62.40,0.22
788,Exit Long,Close entry(s) order long,2023-10-07 08:00,27947.9,1,189.00,0.68,28857.40,0.15,527.20,1.9,582.80,2.1
788,Entry Long,long,2023-10-06 05:00,27758.9,1,189.00,0.68,28857.40,0.15,527.20,1.9,582.80,2.1
787,Exit Long,Close entry(s) order long,2023-10-05 11:00,27483.1,1,70.40,0.26,28668.40,0.05,704.10,2.57,79.60,0.29
787,Entry Long,long,2023-10-03 20:00,27412.7,1,70.40,0.26,28668.40,0.05,704.10,2.57,79.60,0.29
786,Exit Long,Close entry(s) order long,2023-10-02 14:00,27840.5,1,-152.20,-0.54,28598.00,-0.12,581.30,2.08,357.70,1.28
786,Entry Long,long,2023-10-01 17:00,27992.7,1,-152.20,-0.54,28598.00,-0.12,581.30,2.08,357.70,1.28
785,Exit Long,Close entry(s) order long,2023-10-01 14:00,27107.1,1,171.60,0.64,28750.20,0.13,351.50,1.3,28.00,0.1
785,Entry Long,long,2023-09-29 23:00,26935.5,1,171.60,0.64,28750.20,0.13,351.50,1.3,28.00,0.1
784,Exit Long,Close entry(s) order long,2023-09-29 05:00,26968.6,1,560.60,2.12,28578.60,0.44,897.90,3.4,18.10,0.07
784,Entry Long,long,2023-09-28 02:00,26408.0,1,560.60,2.12,28578.60,0.44,897.90,3.4,18.10,0.07
783,Exit Long,Close entry(s) order long,2023-09-27 11:00,26229.7,1,-25.30,-0.1,28018.00,-0.02,594.00,2.26,94.70,0.36
783,Entry Long,long,2023-09-26 23:00,26255.0,1,-25.30,-0.1,28018.00,-0.02,594.00,2.26,94.70,0.36
782,Exit Long,Close entry(s) order long,2023-09-26 08:00,26196.9,1,-91.10,-0.35,28043.30,-0.07,107.00,0.41,166.80,0.63
782,Entry Long,long,2023-09-25 14:00,26288.0,1,-91.10,-0.35,28043.30,-0.07,107.00,0.41,166.80,0.63
781,Exit Long,Close entry(s) order long,2023-09-24 14:00,26501.4,1,-172.30,-0.65,28134.40,-0.13,64.50,0.24,350.80,1.32
781,Entry Long,long,2023-09-24 11:00,26673.7,1,-172.30,-0.65,28134.40,-0.13,64.50,0.24,350.80,1.32
780,Exit Long,Close entry(s) order long,2023-09-23 23:00,26559.2,1,-5.70,-0.02,28306.70,0,68.80,0.26,16.60,0.06
780,Entry Long,long,2023-09-23 08:00,26564.9,1,-5.70,-0.02,28306.70,0,68.80,0.26,16.60,0.06
779,Exit Long,Close entry(s) order long,2023-09-22 14:00,26542.1,1,-132.20,-0.5,28312.40,-0.1,22.60,0.08,165.70,0.62
779,Entry Long,long,2023-09-22 02:00,26674.3,1,-132.20,-0.5,28312.40,-0.1,22.60,0.08,165.70,0.62
778,Exit Long,Close entry(s) order long,2023-09-20 20:00,26971.4,1,-148.90,-0.55,28444.60,-0.12,38.60,0.14,182.20,0.67
778,Entry Long,long,2023-09-20 17:00,27120.3,1,-148.90,-0.55,28444.60,-0.12,38.60,0.14,182.20,0.67
777,Exit Long,Close entry(s) order long,2023-09-19 23:00,27025.0,1,-209.70,-0.77,28593.50,-0.16,250.20,0.92,348.40,1.28
777,Entry Long,long,2023-09-19 05:00,27234.7,1,-209.70,-0.77,28593.50,-0.16,250.20,0.92,348.40,1.28
776,Exit Long,Close entry(s) order long,2023-09-18 17:00,26764.2,1,98.30,0.37,28803.20,0.08,742.20,2.78,96.90,0.36
776,Entry Long,long,2023-09-17 20:00,26665.9,1,98.30,0.37,28803.20,0.08,742.20,2.78,96.90,0.36
775,Exit Long,Close entry(s) order long,2023-09-17 11:00,26482.8,1,-58.60,-0.22,28704.90,-0.05,77.90,0.29,58.60,0.22
775,Entry Long,long,2023-09-16 23:00,26541.4,1,-58.60,-0.22,28704.90,-0.05,77.90,0.29,58.60,0.22
774,Exit Long,Close entry(s) order long,2023-09-16 08:00,26499.1,1,-177.00,-0.66,28763.50,-0.14,21.10,0.08,234.30,0.88
774,Entry Long,long,2023-09-15 20:00,26676.1,1,-177.00,-0.66,28763.50,-0.14,21.10,0.08,234.30,0.88
773,Exit Long,Close entry(s) order long,2023-09-15 02:00,26634.9,1,420.30,1.6,28940.50,0.33,641.10,2.45,158.30,0.6
773,Entry Long,long,2023-09-13 08:00,26214.6,1,420.30,1.6,28940.50,0.33,641.10,2.45,158.30,0.6
772,Exit Long,Close entry(s) order long,2023-09-12 20:00,25910.5,1,135.50,0.53,28520.20,0.11,757.00,2.94,54.00,0.21
772,Entry Long,long,2023-09-11 23:00,25775.0,1,135.50,0.53,28520.20,0.11,757.00,2.94,54.00,0.21
771,Exit Long,Close entry(s) order long,2023-09-11 05:00,25601.2,1,-290.80,-1.12,28384.70,-0.23,10.80,0.04,315.10,1.22
771,Entry Long,long,2023-09-10 23:00,25892.0,1,-290.80,-1.12,28384.70,-0.23,10.80,0.04,315.10,1.22
770,Exit Long,Close entry(s) order long,2023-09-10 05:00,25797.0,1,-66.30,-0.26,28675.50,-0.05,1.90,0.01,66.30,0.26
770,Entry Long,long,2023-09-10 02:00,25863.3,1,-66.30,-0.26,28675.50,-0.05,1.90,0.01,66.30,0.26
769,Exit Long,Close entry(s) order long,2023-09-09 20:00,25853.1,1,-25.40,-0.1,28741.80,-0.02,42.10,0.16,47.40,0.18
769,Entry Long,long,2023-09-09 11:00,25878.5,1,-25.40,-0.1,28741.80,-0.02,42.10,0.16,47.40,0.18
768,Exit Long,Close entry(s) order long,2023-09-08 08:00,25831.4,1,63.00,0.24,28767.20,0.05,678.40,2.63,123.10,0.48
768,Entry Long,long,2023-09-07 08:00,25768.4,1,63.00,0.24,28767.20,0.05,678.40,2.63,123.10,0.48
767,Exit Long,Close entry(s) order long,2023-09-07 05:00,25707.3,1,-52.30,-0.2,28704.20,-0.04,89.30,0.35,64.60,0.25
767,Entry Long,long,2023-09-06 17:00,25759.6,1,-52.30,-0.2,28704.20,-0.04,89.30,0.35,64.60,0.25
766,Exit Long,Close entry(s) order long,2023-09-06 05:00,25731.7,1,-18.60,-0.07,28756.50,-0.01,115.10,0.45,77.10,0.3
766,Entry Long,long,2023-09-05 11:00,25750.3,1,-18.60,-0.07,28756.50,-0.01,115.10,0.45,77.10,0.3
765,Exit Long,Close entry(s) order long,2023-09-04 05:00,25887.4,1,4.60,0.02,28775.10,0,247.80,0.96,80.70,0.31
765,Entry Long,long,2023-09-03 02:00,25882.8,1,4.60,0.02,28775.10,0,247.80,0.96,80.70,0.31
764,Exit Long,Close entry(s) order long,2023-09-02 20:00,25860.0,1,99.80,0.39,28770.50,0.08,225.50,0.88,0,0
