Trade #,Type,Signal,Date/Time,Price USDT,Contracts,Profit USDT,Profit %,Cum. Profit USDT,Cum. Profit %,Run-up USDT,Run-up %,Drawdown USDT,Drawdown %
486,Entry Long,Buy,2023-11-14 10:00,36091.3,0.099001,60.39,1.69,2833.48,1.69,60.39,1.69,133.78,3.74
485,Exit Long,Stop,2023-11-14 07:00,36117.9,0.098928,-78.98,-2.16,2773.09,-2.16,12.34,0.34,78.98,2.16
485,Entry Long,Buy,2023-11-12 22:00,36916.3,0.098928,-78.98,-2.16,2773.09,-2.16,12.34,0.34,78.98,2.16
484,Exit Long,Stop,2023-11-07 10:00,35402.4,0.103168,49.11,1.36,2852.07,1.36,49.11,1.36,83.19,2.31
484,Entry Long,Buy,2023-11-02 08:00,34926.4,0.103168,49.11,1.36,2852.07,1.36,49.11,1.36,83.19,2.31
483,Exit Long,Stop,2023-11-01 11:00,34783.9,0.103589,62.13,1.75,2802.96,1.75,62.13,1.75,2.02,0.06
483,Entry Long,Buy,2023-11-01 08:00,34184.1,0.103589,62.13,1.75,2802.96,1.75,62.13,1.75,2.02,0.06
482,Exit Long,Stop,2023-10-30 02:00,34659.3,0.102161,34.48,0.98,2740.83,0.98,34.48,0.98,21.42,0.61
482,Entry Long,Buy,2023-10-29 20:00,34321.8,0.102161,34.48,0.98,2740.83,0.98,34.48,0.98,21.42,0.61
481,Exit Long,Stop,2023-10-29 08:00,34585.0,0.101383,49.81,1.44,2706.35,1.44,49.81,1.44,70.23,2.03
481,Entry Long,Buy,2023-10-26 05:00,34093.7,0.101383,49.81,1.44,2706.35,1.44,49.81,1.44,70.23,2.03
480,Exit Long,Stop,2023-10-22 17:00,30330.5,0.113956,56.52,1.66,2656.54,1.66,56.52,1.66,13.62,0.4
480,Entry Long,Buy,2023-10-22 02:00,29834.5,0.113956,56.52,1.66,2656.54,1.66,56.52,1.66,13.62,0.4
479,Exit Long,Stop,2023-10-19 02:00,28496.6,0.119313,36.25,1.08,2600.02,1.08,36.25,1.08,9.90,0.29
479,Entry Long,Buy,2023-10-18 08:00,28192.8,0.119313,36.25,1.08,2600.02,1.08,36.25,1.08,9.90,0.29
478,Exit Long,Stop,2023-10-17 02:00,28524.5,0.117926,35.84,1.08,2563.77,1.08,35.84,1.08,11.54,0.35
478,Entry Long,Buy,2023-10-16 23:00,28220.6,0.117926,35.84,1.08,2563.77,1.08,35.84,1.08,11.54,0.35
477,Exit Long,Stop,2023-10-15 02:00,26913.2,0.123654,8.63,0.26,2527.94,0.26,8.63,0.26,5.24,0.16
477,Entry Long,Buy,2023-10-14 14:00,26843.4,0.123654,8.63,0.26,2527.94,0.26,8.63,0.26,5.24,0.16
476,Exit Long,Stop,2023-10-13 11:00,27025.8,0.12282,48.19,1.47,2519.30,1.47,48.19,1.47,9.47,0.29
476,Entry Long,Buy,2023-10-11 11:00,26633.4,0.12282,48.19,1.47,2519.30,1.47,48.19,1.47,9.47,0.29
475,Exit Long,Stop,2023-10-11 08:00,26804.3,0.122036,-126.45,-3.72,2471.11,-3.72,54.38,1.6,126.45,3.72
475,Entry Long,Buy,2023-10-02 14:00,27840.5,0.122036,-126.45,-3.72,2471.11,-3.72,54.38,1.6,126.45,3.72
474,Exit Long,Stop,2023-10-01 23:00,28241.0,0.120305,194.51,6.07,2597.56,6.07,194.51,6.07,207.23,6.47
474,Entry Long,Buy,2023-08-17 17:00,26624.2,0.120305,194.51,6.07,2597.56,6.07,194.51,6.07,207.23,6.47
473,Exit Long,Stop,2023-08-17 14:00,26925.2,0.118961,-124.89,-3.75,2403.05,-3.75,5.64,0.17,124.89,3.75
473,Entry Long,Buy,2023-08-17 11:00,27975.0,0.118961,-124.89,-3.75,2403.05,-3.75,5.64,0.17,124.89,3.75
472,Exit Long,Stop,2023-08-17 08:00,28063.3,0.118586,-78.74,-2.31,2527.94,-2.31,6.96,0.2,78.74,2.31
472,Entry Long,Buy,2023-08-16 17:00,28727.3,0.118586,-78.74,-2.31,2527.94,-2.31,6.96,0.2,78.74,2.31
471,Exit Long,Stop,2023-08-16 14:00,28790.5,0.118326,-85.55,-2.45,2606.68,-2.45,26.54,0.76,85.55,2.45
471,Entry Long,Buy,2023-08-09 11:00,29513.5,0.118326,-85.55,-2.45,2606.68,-2.45,26.54,0.76,85.55,2.45
470,Exit Long,Stop,2023-08-07 08:00,28788.5,0.121306,-59.23,-1.67,2692.23,-1.67,18.12,0.51,59.23,1.67
470,Entry Long,Buy,2023-08-02 08:00,29276.8,0.121306,-59.23,-1.67,2692.23,-1.67,18.12,0.51,59.23,1.67
469,Exit Long,Stop,2023-08-01 17:00,29740.4,0.119415,55.78,1.6,2751.46,1.6,55.78,1.6,82.31,2.35
469,Entry Long,Buy,2023-07-24 05:00,29273.3,0.119415,55.78,1.6,2751.46,1.6,55.78,1.6,82.31,2.35
468,Exit Long,Stop,2023-07-24 02:00,29239.6,0.119557,-66.86,-1.88,2695.69,-1.88,8.44,0.24,66.86,1.88
468,Entry Long,Buy,2023-07-23 20:00,29798.8,0.119557,-66.86,-1.88,2695.69,-1.88,8.44,0.24,66.86,1.88
467,Exit Long,Stop,2023-07-23 11:00,30229.3,0.11785,52.94,1.51,2762.54,1.51,52.94,1.51,24.62,0.7
467,Entry Long,Buy,2023-07-20 08:00,29780.1,0.11785,52.94,1.51,2762.54,1.51,52.94,1.51,24.62,0.7
466,Exit Long,Stop,2023-07-19 11:00,30084.1,0.116659,30.17,0.87,2709.60,0.87,30.25,0.87,7.41,0.21
466,Entry Long,Buy,2023-07-19 08:00,29825.5,0.116659,30.17,0.87,2709.60,0.87,30.25,0.87,7.41,0.21
465,Exit Long,Stop,2023-07-17 11:00,29696.0,0.117203,-116.30,-3.23,2679.44,-3.23,9.31,0.26,116.30,3.23
465,Entry Long,Buy,2023-07-14 11:00,30688.3,0.117203,-116.30,-3.23,2679.44,-3.23,9.31,0.26,116.30,3.23
464,Exit Long,Stop,2023-07-13 08:00,31117.2,0.115554,104.61,3,2795.74,3,104.61,3,59.04,1.69
464,Entry Long,Buy,2023-07-06 08:00,30211.9,0.115554,104.61,3,2795.74,3,104.61,3,59.04,1.69
463,Exit Long,Stop,2023-07-05 23:00,31118.0,0.11219,35.68,1.03,2691.13,1.03,35.68,1.03,67.34,1.95
463,Entry Long,Buy,2023-07-04 14:00,30800.0,0.11219,35.68,1.03,2691.13,1.03,35.68,1.03,67.34,1.95
462,Exit Long,Stop,2023-07-03 08:00,30994.2,0.111486,101.21,3.02,2655.45,3.02,101.21,3.02,18.40,0.55
462,Entry Long,Buy,2023-06-30 08:00,30086.4,0.111486,101.21,3.02,2655.45,3.02,101.21,3.02,18.40,0.55
461,Exit Long,Stop,2023-06-28 05:00,30484.0,0.110033,22.68,0.68,2554.24,0.68,22.68,0.68,4.45,0.13
461,Entry Long,Buy,2023-06-28 02:00,30277.9,0.110033,22.68,0.68,2554.24,0.68,22.68,0.68,4.45,0.13
460,Exit Long,Stop,2023-06-27 02:00,30556.3,0.10903,51.60,1.57,2531.56,1.57,51.60,1.57,4.63,0.14
460,Entry Long,Buy,2023-06-26 11:00,30083.0,0.10903,51.60,1.57,2531.56,1.57,51.60,1.57,4.63,0.14
459,Exit Long,Stop,2023-06-26 05:00,30618.4,0.107124,42.59,1.32,2479.96,1.32,42.59,1.32,9.54,0.29
459,Entry Long,Buy,2023-06-25 20:00,30220.8,0.107124,42.59,1.32,2479.96,1.32,42.59,1.32,9.54,0.29
458,Exit Long,Stop,2023-06-25 17:00,30169.4,0.107303,-40.81,-1.24,2437.37,-1.24,10.86,0.33,40.81,1.24
458,Entry Long,Buy,2023-06-25 08:00,30549.7,0.107303,-40.81,-1.24,2437.37,-1.24,10.86,0.33,40.81,1.24
457,Exit Long,Stop,2023-06-23 08:00,30385.4,0.107874,69.38,2.16,2478.17,2.16,69.38,2.16,8.08,0.25
457,Entry Long,Buy,2023-06-22 08:00,29742.2,0.107874,69.38,2.16,2478.17,2.16,69.38,2.16,8.08,0.25
456,Exit Long,Stop,2023-06-19 08:00,26624.4,0.120521,34.28,1.08,2408.79,1.08,34.28,1.08,9.97,0.31
456,Entry Long,Buy,2023-06-18 17:00,26340.0,0.120521,34.28,1.08,2408.79,1.08,34.28,1.08,9.97,0.31
455,Exit Long,Stop,2023-06-15 14:00,25647.9,0.123811,88.50,2.87,2374.51,2.87,88.50,2.87,15.55,0.5
455,Entry Long,Buy,2023-06-14 14:00,24933.1,0.123811,88.50,2.87,2374.51,2.87,88.50,2.87,15.55,0.5
454,Exit Long,Stop,2023-06-14 11:00,25034.4,0.12327,-96.91,-3.04,2286.01,-3.04,33.97,1.07,96.91,3.04
454,Entry Long,Buy,2023-06-13 11:00,25820.6,0.12327,-96.91,-3.04,2286.01,-3.04,33.97,1.07,96.91,3.04
453,Exit Long,Stop,2023-06-09 23:00,25521.2,0.124717,-100.51,-3.06,2382.93,-3.06,4.70,0.14,107.57,3.28
453,Entry Long,Buy,2023-06-09 20:00,26327.1,0.124717,-100.51,-3.06,2382.93,-3.06,4.70,0.14,107.57,3.28
452,Exit Long,Stop,2023-06-06 08:00,26522.5,0.123798,94.38,2.96,2483.44,2.96,94.38,2.96,50.77,1.59
452,Entry Long,Buy,2023-06-05 11:00,25760.1,0.123798,94.38,2.96,2483.44,2.96,94.38,2.96,50.77,1.59
451,Exit Long,Stop,2023-06-05 08:00,26605.5,0.119854,-61.55,-1.89,2389.05,-1.89,0.89,0.03,61.55,1.89
451,Entry Long,Buy,2023-06-04 17:00,27119.0,0.119854,-61.55,-1.89,2389.05,-1.89,0.89,0.03,61.55,1.89
450,Exit Long,Stop,2023-06-04 02:00,27245.2,0.119308,21.67,0.67,2450.60,0.67,21.67,0.67,18.53,0.57
450,Entry Long,Buy,2023-06-03 14:00,27063.6,0.119308,21.67,0.67,2450.60,0.67,21.67,0.67,18.53,0.57
449,Exit Long,Stop,2023-06-01 20:00,27189.1,0.118758,55.98,1.76,2428.93,1.76,55.98,1.76,25.26,0.8
449,Entry Long,Buy,2023-05-31 20:00,26717.7,0.118758,55.98,1.76,2428.93,1.76,55.98,1.76,25.26,0.8
448,Exit Long,Stop,2023-05-31 05:00,26962.5,0.11768,-77.76,-2.39,2372.95,-2.39,27.93,0.86,77.76,2.39
448,Entry Long,Buy,2023-05-30 08:00,27623.3,0.11768,-77.76,-2.39,2372.95,-2.39,27.93,0.86,77.76,2.39
447,Exit Long,Stop,2023-05-30 02:00,27972.4,0.116211,32.57,1.01,2450.71,1.01,32.57,1.01,15.70,0.49
447,Entry Long,Buy,2023-05-29 11:00,27692.1,0.116211,32.57,1.01,2450.71,1.01,32.57,1.01,15.70,0.49
446,Exit Long,Stop,2023-05-27 11:00,26809.4,0.120037,17.12,0.53,2418.14,0.53,17.12,0.53,5.73,0.18
446,Entry Long,Buy,2023-05-27 08:00,26666.8,0.120037,17.12,0.53,2418.14,0.53,17.12,0.53,5.73,0.18
445,Exit Long,Stop,2023-05-26 05:00,26631.5,0.120197,44.80,1.42,2401.02,1.42,44.80,1.42,46.59,1.48
445,Entry Long,Buy,2023-05-24 08:00,26258.8,0.120197,44.80,1.42,2401.02,1.42,44.80,1.42,46.59,1.48
444,Exit Long,Stop,2023-05-24 05:00,26179.1,0.120562,-71.95,-2.23,2356.23,-2.23,7.08,0.22,71.95,2.23
444,Entry Long,Buy,2023-05-23 23:00,26775.9,0.120562,-71.95,-2.23,2356.23,-2.23,7.08,0.22,71.95,2.23
443,Exit Long,Stop,2023-05-22 05:00,27019.4,0.119476,22.51,0.7,2428.18,0.7,22.51,0.7,34.83,1.09
443,Entry Long,Buy,2023-05-21 05:00,26831.0,0.119476,22.51,0.7,2428.18,0.7,22.51,0.7,34.83,1.09
442,Exit Long,Stop,2023-05-20 17:00,27173.7,0.117969,80.33,2.57,2405.67,2.57,80.33,2.57,8.46,0.27
442,Entry Long,Buy,2023-05-18 11:00,26492.8,0.117969,80.33,2.57,2405.67,2.57,80.33,2.57,8.46,0.27
441,Exit Long,Stop,2023-05-17 08:00,26946.4,0.115983,35.71,1.16,2325.34,1.16,35.71,1.16,10.15,0.33
441,Entry Long,Buy,2023-05-17 05:00,26638.5,0.115983,35.71,1.16,2325.34,1.16,35.71,1.16,10.15,0.33
440,Exit Long,Stop,2023-05-17 02:00,26701.7,0.115693,-53.43,-1.7,2289.63,-1.7,15.35,0.49,53.43,1.7
440,Entry Long,Buy,2023-05-15 17:00,27163.5,0.115693,-53.43,-1.7,2289.63,-1.7,15.35,0.49,53.43,1.7
439,Exit Long,Stop,2023-05-12 14:00,26820.3,0.117189,64.07,2.08,2343.06,2.08,64.07,2.08,55.22,1.79
439,Entry Long,Buy,2023-05-11 23:00,26273.6,0.117189,64.07,2.08,2343.06,2.08,64.07,2.08,55.22,1.79
438,Exit Long,Stop,2023-05-11 20:00,26304.1,0.117053,-95.66,-3.01,2278.99,-3.01,11.95,0.38,95.66,3.01
438,Entry Long,Buy,2023-05-11 08:00,27121.3,0.117053,-95.66,-3.01,2278.99,-3.01,11.95,0.38,95.66,3.01
437,Exit Long,Stop,2023-05-10 05:00,28188.9,0.11262,54.74,1.75,2374.65,1.75,54.74,1.75,49.11,1.57
437,Entry Long,Buy,2023-05-08 02:00,27702.8,0.11262,54.74,1.75,2374.65,1.75,54.74,1.75,49.11,1.57
436,Exit Long,Stop,2023-05-07 23:00,27698.4,0.112637,-82.32,-2.57,2319.90,-2.57,22.76,0.71,82.32,2.57
436,Entry Long,Buy,2023-05-07 17:00,28429.2,0.112637,-82.32,-2.57,2319.90,-2.57,22.76,0.71,82.32,2.57
435,Exit Long,Stop,2023-05-06 17:00,29047.7,0.110239,48.94,1.55,2402.22,1.55,48.94,1.55,29.16,0.92
435,Entry Long,Buy,2023-05-06 08:00,28603.8,0.110239,48.94,1.55,2402.22,1.55,48.94,1.55,29.16,0.92
434,Exit Long,Stop,2023-05-04 17:00,29235.2,0.107858,48.85,1.57,2353.28,1.57,48.85,1.57,11.43,0.37
434,Entry Long,Buy,2023-05-04 08:00,28782.3,0.107858,48.85,1.57,2353.28,1.57,48.85,1.57,11.43,0.37
433,Exit Long,Stop,2023-05-03 14:00,29194.2,0.10633,68.58,2.26,2304.43,2.26,68.58,2.26,94.33,3.11
433,Entry Long,Buy,2023-04-30 20:00,28549.2,0.10633,68.58,2.26,2304.43,2.26,68.58,2.26,94.33,3.11
432,Exit Long,Stop,2023-04-30 08:00,29558.6,0.102706,31.56,1.05,2235.85,1.05,31.56,1.05,37.35,1.24
432,Entry Long,Buy,2023-04-28 02:00,29251.3,0.102706,31.56,1.05,2235.85,1.05,31.56,1.05,37.35,1.24
431,Exit Long,Stop,2023-04-27 11:00,29824.4,0.100727,142.01,4.96,2204.29,4.96,142.01,4.96,33.14,1.16
431,Entry Long,Buy,2023-04-26 14:00,28414.5,0.100727,142.01,4.96,2204.29,4.96,142.01,4.96,33.14,1.16
430,Exit Long,Stop,2023-04-24 05:00,27546.0,0.103908,37.70,1.33,2062.27,1.33,38.09,1.35,2.20,0.08
430,Entry Long,Buy,2023-04-24 02:00,27183.2,0.103908,37.70,1.33,2062.27,1.33,38.09,1.35,2.20,0.08
429,Exit Long,Stop,2023-04-22 14:00,27854.5,0.101403,59.37,2.15,2024.58,2.15,59.37,2.15,14.60,0.53
429,Entry Long,Buy,2023-04-21 14:00,27269.0,0.101403,59.37,2.15,2024.58,2.15,59.37,2.15,14.60,0.53
428,Exit Long,Stop,2023-04-21 11:00,27717.5,0.099763,-146.04,-5.02,1965.20,-5.02,32.11,1.1,146.04,5.02
428,Entry Long,Buy,2023-04-19 02:00,29181.4,0.099763,-146.04,-5.02,1965.20,-5.02,32.11,1.1,146.04,5.02
427,Exit Long,Stop,2023-04-17 08:00,29244.5,0.099548,-102.58,-3.4,2111.25,-3.4,31.85,1.06,102.58,3.4
427,Entry Long,Buy,2023-04-14 11:00,30275.0,0.099548,-102.58,-3.4,2111.25,-3.4,31.85,1.06,102.58,3.4
426,Exit Long,Stop,2023-04-12 05:00,30252.5,0.099623,33.53,1.13,2213.83,1.13,33.53,1.13,6.73,0.23
426,Entry Long,Buy,2023-04-11 20:00,29915.9,0.099623,33.53,1.13,2213.83,1.13,33.53,1.13,6.73,0.23
425,Exit Long,Stop,2023-04-09 14:00,28496.8,0.104583,40.69,1.38,2180.30,1.38,40.69,1.38,42.18,1.43
425,Entry Long,Buy,2023-04-05 08:00,28107.7,0.104583,40.69,1.38,2180.30,1.38,40.69,1.38,42.18,1.43
424,Exit Long,Stop,2023-04-03 23:00,28110.2,0.10458,54.85,1.9,2139.61,1.9,54.85,1.9,35.99,1.25
424,Entry Long,Buy,2023-04-03 14:00,27585.7,0.10458,54.85,1.9,2139.61,1.9,54.85,1.9,35.99,1.25
423,Exit Long,Stop,2023-04-02 23:00,28205.3,0.102277,49.35,1.74,2084.75,1.74,49.35,1.74,13.75,0.48
423,Entry Long,Buy,2023-04-02 20:00,27722.8,0.102277,49.35,1.74,2084.75,1.74,49.35,1.74,13.75,0.48
422,Exit Long,Stop,2023-04-02 11:00,27902.3,0.101618,-37.94,-1.32,2035.40,-1.32,1.05,0.04,37.94,1.32
422,Entry Long,Buy,2023-04-02 08:00,28275.7,0.101618,-37.94,-1.32,2035.40,-1.32,1.05,0.04,37.94,1.32
421,Exit Long,Stop,2023-04-01 11:00,28446.6,0.101008,13.18,0.46,2073.35,0.46,13.18,0.46,10.10,0.35
421,Entry Long,Buy,2023-04-01 08:00,28316.1,0.101008,13.18,0.46,2073.35,0.46,13.18,0.46,10.10,0.35
420,Exit Long,Stop,2023-03-31 05:00,28437.5,0.100576,59.93,2.14,2060.17,2.14,59.93,2.14,32.76,1.17
420,Entry Long,Buy,2023-03-30 11:00,27841.6,0.100576,59.93,2.14,2060.17,2.14,59.93,2.14,32.76,1.17
419,Exit Long,Stop,2023-03-28 20:00,27535.3,0.101709,57.53,2.1,2000.23,2.1,57.53,2.1,46.76,1.7
419,Entry Long,Buy,2023-03-27 08:00,26969.7,0.101709,57.53,2.1,2000.23,2.1,57.53,2.1,46.76,1.7
418,Exit Long,Stop,2023-03-26 05:00,28195.9,0.097266,59.70,2.23,1942.71,2.23,89.18,3.32,58.26,2.17
418,Entry Long,Buy,2023-03-24 05:00,27582.1,0.097266,59.70,2.23,1942.71,2.23,89.18,3.32,58.26,2.17
417,Exit Long,Stop,2023-03-23 08:00,28651.2,0.093643,125.31,4.9,1883.01,4.9,125.31,4.9,32.39,1.27
417,Entry Long,Buy,2023-03-22 14:00,27313.0,0.093643,125.31,4.9,1883.01,4.9,125.31,4.9,32.39,1.27
